"participant_id",        "condition",        "response_format",        "block",        "training_trial_count",        "test_trial_count",        "trial_index",        "target_truth_value",        "target_content_type",        "linguistic_prompt",        "target_image",        "images_in_presentation_order_0",        "images_in_presentation_order_1",        "images_in_presentation_order_2",        "images_in_presentation_order_3",        "response",        "time_elapsed",        "rt"
"u0ajg1ybek","truth","radio","training","1","na","5","na","na","The triangle is blue.","pilot_scenes/training_stims/target-A.jpg","pilot_scenes/training_stims/filler-A3.jpg","pilot_scenes/training_stims/filler-A1.jpg","pilot_scenes/training_stims/target-A.jpg","pilot_scenes/training_stims/filler-A2.jpg","True","22093","9487"
"u0ajg1ybek","truth","radio","training","1","na","7","na","na","The square that is next to the triangle is green.","pilot_scenes/training_stims/target-B.jpg","pilot_scenes/training_stims/target-B.jpg","pilot_scenes/training_stims/filler-B1.jpg","pilot_scenes/training_stims/filler-B2.jpg","pilot_scenes/training_stims/filler-B3.jpg","True","30260","5694"
"u0ajg1ybek","truth","radio","training","1","na","9","na","na","The circle is blue and is right of the triangle.","pilot_scenes/training_stims/target-C.jpg","pilot_scenes/training_stims/target-C.jpg","pilot_scenes/training_stims/filler-C3.jpg","pilot_scenes/training_stims/filler-C2.jpg","pilot_scenes/training_stims/filler-C1.jpg","False","38164","6871"
"u0ajg1ybek","truth","radio","test","na","1","12","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tf-1.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-ft-2.jpg","False","50380","5928"
"u0ajg1ybek","truth","radio","test","na","2","13","ff","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ff-2.jpg","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-tt-2.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ff-2.jpg","True","55052","4669"
"u0ajg1ybek","truth","radio","test","na","3","14","tt","def_un","The circle is left of the triangle.","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-tf-2.jpg","True","61082","6028"
"u0ajg1ybek","truth","radio","test","na","4","15","tf","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-ff-2.jpg","False","68539","7454"
"u0ajg1ybek","truth","radio","test","na","5","16","ff","only","Only the square is green.","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-ff-2.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-ff-2.jpg","False","73427","4886"
"u0ajg1ybek","truth","radio","test","na","6","17","ft","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-ft-2.jpg","False","78563","5134"
"u0ajg1ybek","truth","radio","test","na","7","18","tt","only","Only the square is green.","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-tt-2.jpg","pilot_scenes/only-tf-1.jpg","True","87347","8782"
"u0ajg1ybek","truth","radio","test","na","8","19","ft","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-tf-1.jpg","pilot_scenes/arc-ft-1.jpg","pilot_scenes/arc-tf-1.jpg","False","92067","4717"
"u0ajg1ybek","truth","radio","test","na","9","20","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ft-1.jpg","pilot_scenes/def_un-ff-1.jpg","pilot_scenes/def_un-tf-2.jpg","False","98155","6086"
"u0ajg1ybek","truth","radio","test","na","10","21","tt","con","The square is pink and is left of the circle.","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-tt-2.jpg","pilot_scenes/con-tf-1.jpg","True","104091","5934"
"u0ajg1ybek","truth","radio","test","na","11","22","tt","ana","The triangle is pink too.","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-tt-1.jpg","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-tt-2.jpg","True","110012","5919"
"u0ajg1ybek","truth","radio","test","na","12","23","ft","only","Only the square is green.","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-tf-1.jpg","False","113026","3012"
"u0ajg1ybek","truth","radio","test","na","13","24","tf","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-tf-1.jpg","pilot_scenes/def_ex-tf-1.jpg","False","117619","4590"
"u0ajg1ybek","truth","radio","test","na","14","25","tt","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ft-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-tt-2.jpg","True","121554","3933"
"u0ajg1ybek","truth","radio","test","na","15","26","ft","ana","The triangle is pink too.","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tf-2.jpg","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-ft-2.jpg","False","130051","8494"
"u0ajg1ybek","truth","radio","test","na","16","27","ft","con","The square is pink and is left of the circle.","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-ft-2.jpg","False","138410","8357"
"u0ajg1ybek","truth","radio","test","na","17","28","ft","only","Only the square is green.","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-ft-1.jpg","pilot_scenes/only-tt-1.jpg","pilot_scenes/only-ft-1.jpg","False","141427","3014"
"u0ajg1ybek","truth","radio","test","na","18","29","tf","con","The square is pink and is left of the circle.","pilot_scenes/con-tf-1.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tf-1.jpg","False","148034","6605"
"u0ajg1ybek","truth","radio","test","na","19","30","tt","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-ff-2.jpg","True","155002","6965"
"u0ajg1ybek","truth","radio","test","na","20","31","ff","con","The square is pink and is left of the circle.","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tf-2.jpg","pilot_scenes/con-ft-2.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-tf-2.jpg","False","164450","9446"
"u0ajg1ybek","truth","radio","test","na","21","32","ff","arc","The circle, which is blue, is right of the triangle.","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-tf-2.jpg","pilot_scenes/arc-tt-1.jpg","pilot_scenes/arc-ff-2.jpg","pilot_scenes/arc-tf-2.jpg","False","168882","4429"
"u0ajg1ybek","truth","radio","test","na","22","33","tf","only","Only the square is green.","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-tf-1.jpg","pilot_scenes/only-ff-1.jpg","pilot_scenes/only-ft-2.jpg","pilot_scenes/only-ft-2.jpg","False","173162","4278"
"u0ajg1ybek","truth","radio","test","na","23","34","ff","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ff-2.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-ff-2.jpg","pilot_scenes/def_un-tt-1.jpg","pilot_scenes/def_un-ff-1.jpg","False","176402","3238"
"u0ajg1ybek","truth","radio","test","na","24","35","ft","def_un","The circle is left of the triangle.","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-ft-2.jpg","pilot_scenes/def_un-tf-2.jpg","pilot_scenes/def_un-tt-2.jpg","False","182010","5605"
"u0ajg1ybek","truth","radio","test","na","25","36","ft","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-ff-1.jpg","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-ft-2.jpg","False","191250","9237"
"u0ajg1ybek","truth","radio","test","na","26","37","ft","ana","The triangle is pink too.","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-ff-2.jpg","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-ft-1.jpg","False","194481","3229"
"u0ajg1ybek","truth","radio","test","na","27","38","ff","con","The square is pink and is left of the circle.","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-ff-2.jpg","pilot_scenes/con-ft-1.jpg","pilot_scenes/con-ff-1.jpg","pilot_scenes/con-tf-2.jpg","False","203250","8766"
"u0ajg1ybek","truth","radio","test","na","28","39","tt","def_ex","The blue circle is next to the triangle.","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-ft-1.jpg","pilot_scenes/def_ex-ft-2.jpg","pilot_scenes/def_ex-tt-1.jpg","pilot_scenes/def_ex-tt-1.jpg","True","205985","2733"
"u0ajg1ybek","truth","radio","test","na","29","40","tt","ana","The triangle is pink too.","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-2.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-2.jpg","True","210241","4254"
"u0ajg1ybek","truth","radio","test","na","30","41","ft","ana","The triangle is pink too.","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-ft-2.jpg","pilot_scenes/ana-ft-1.jpg","pilot_scenes/ana-tf-1.jpg","pilot_scenes/ana-tt-2.jpg","False","215706","5462"
